35993098000100,Z.A. DIGITAL DE SAO PAULO SISTEMA DE ESTACIONAMENTO ROTATIVO S.A.,ZAD SAO PAULO                           ,AV PRES JUSCELINO KUBITSCHEK,1830, ANDAR 2 BLOCO 3,VILA NOVA CONCEICAO,SÃO PAULO,,Brasil,65002199,,82.99-7-99 /74.90-1-04,,Lucro Real,,,,,,
60537263042594,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP MATER DEI - GRP,R SENADOR SOUZA NAVES ,,,CENTRO,86015-430,,Brasil,1823450,,52.23-1-00,,Lucro Real,,,,,
60537263043213,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CURITIBA OFFICE PARK - GRP,R JOAO MARCHESINI ,,,PRADO VELHO,80215-432,,Brasil,6033070,,52.23-1-00,,Lucro Real,,,,,
60537263043485,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP VITA BATEL I - GRP,R ALFERES ANGELO SAMPAIO,,,BATEL,80420-160,,Brasil,6033434,,52.23-1-00,,Lucro Real,,,,,
60537263043566,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP JD DAS AMERICAS - GRP,AV NOSSA SENHORA DE LOURDES,,,JARDIM DAS AMERICAS,81530-020,,Brasil,6033357,,52.23-1-00,,Lucro Real,,,,,
60537263051585,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM EVOLUTION - GRP,R COMENDADOR ARAUJO,,,CENTRO,80420-000,,Brasil,6143989,,52.23-1-00,,Lucro Real,,,,,
60537263043809,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL FORMULE 1 CURITIBA - GRP,R MARIANO TORRES,,,CENTRO,80060-120,,Brasil,6033403,,52.23-1-00,,Lucro Real,,,,,
60537263045186,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP MARINGA PARK - GRP,AV SAO PAULO,,,ZONA 01,87013-040,,Brasil,135346,,52.23-1-00,,Lucro Real,,,,,
60537263042675,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA CASA DE LONDRINA - GRP,R ESPIRITO SANTO,,,CENTRO,86010-510,,Brasil,1823418,,52.23-1-00,,Lucro Real,,,,,
60537263119058,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP DAS CLINICAS MOGI,R MANUEL DE OLIVEIRA,,,VILA MOGILAR,08773-130,,Brasil,EM ANDAMENTO,,52.23-1-00,,Lucro Real,,,,,
60537263118671,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED SAO CAMILO POMPEIA,R BARAO DO BANANAL,,,VILA POMPEIA,05024-000,,Brasil,64795624,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1185-90,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP SP PLUS,RUA BORGES LAGOA  ,,,VILA CLEMENTINO               ,04038-031,,Brasil,64484726,,52.23-1-00,,Lucro Real,,,,,
60537263118248,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP VALINHOS,RUA LUIZ SPIANDORELLI NETO,,,LOTEAMENTO PAIQUERE,13271-570,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263118167,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED CRISTOVAO DA GAMA,R GUILHERME MARCONI,,,VILA ASSUNCAO,09020-270,,Brasil,288783,,52.23-1-00,,Lucro Real,,,,,
60537263117438,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CENTRO ADMINISTRATIVO SANTO AMARO,AV ALFREDO EGIDIO DE SOUZA ARANHA,,,VILA CRUZEIRO                 ,04726-170,,Brasil,63588242,,52.23-1-00,,Lucro Real,,,,,
60537263117004,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR HOSP RIBEIRAO PIRES,RUA FRANCISCO PAULO CARPINELLI,,,CENTRO,09424-080,,Brasil,1028415,,52.23-1-00,,Lucro Real,,,,,
60537263117195,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM INTERNATIONAL PLAZA I - BRADESCO,AV. PRESIDENTE JUSCELINO KUBITSCHEK,,,VILA NOVA CONCEICAO           ,04543-011,,Brasil,63452197,,52.23-1-00,,Lucro Real,,,,,
60537263116970,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CENTRO DE MEMORIA MELHORAMENTOS,RUA TITO,,,VILA ROMANA,05051-000,,Brasil,63452235,,52.23-1-00,,Lucro Real,,,,,
60537263116466,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED LEFORTE,R DA GLORIA,,,LIBERDADE ,01510-000 ,,Brasil,63317885,,52.23-1-00,,Lucro Real,,,,,
60537263116113,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM PARQUE DA CIDADE,AV DAS NACOES UNIDAS,,,VILA GERTRUDES                ,04794-000,,Brasil,62847317,,52.23-1-00,,Lucro Real,,,,,
60537263116202,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LOJA CASSOLARI'S,RUA BANDEIRA PAULISTA      ,,,ITAIM BIBI ,04532-004,,Brasil,62847368,,52.23-1-00,,Lucro Real,,,,,
60537263115494,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSPITAL VILA NOVA STAR,R DOUTOR ALCEU DE CAMPOS RODRIGUES ,,,VILA NOVA CONCEICAO,04544-000,,Brasil,62355600,,52.23-1-00,,Lucro Real,,,,,
60537263114927,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM SP TRADE ANCHIETA,R FREI GASPAR,,,CENTRO,09720-440,,Brasil,2710846,,52.23-1-00,,Lucro Real,,,,,
60537263114684,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM HELBOR TRILOGY,AV PEREIRA BARRETO ,,,BAETA NEVES,09751-000,,Brasil,2710838,,52.23-1-00,,Lucro Real,,,,,
60537263114412,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP GUARULHOS,R ENGENHEIRO CAMILO OLIVETTI,,,VILA ENDRES,07042-040,,Brasil,"356012
7368915_BAIXADA
7368914_BAIXADA",,52.23-1-00,,Lucro Real,,,,,
60537263114250,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM ORIENTE SQUARE,R MONTE APRAZIVEL,,,CHACARA DA BARRA,13090-764,,Brasil,5422299,,52.23-1-00,,Lucro Real,,,,,
60537263114099,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM LEAD CORPORATE FARIA LIMA,AV BRIGADEIRO FARIA LIMA,,,ITAIM BIBI,04538-133,,Brasil,61624098,,52.23-1-00,,Lucro Real,,,,,
60537263113874,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MONO NUBANK 2,R CAPOTE VALENTE,,,PINHEIROS,05409-000,,Brasil,61489956,,52.23-1-00,,Lucro Real,,,,,
60537263111901,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV DOUTOR ENEAS CARVALHO DE AGUIAR,,,CERQUEIRA CESAR,05403-000,,Brasil,60596945,,52.23-1-00,,Lucro Real,,,,,
60537263109761,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM ITAIM CENTER,R DOUTOR EDUARDO DE SOUZA ARANHA ,,,VILA NOVA CONCEICAO,04543-904,,Brasil,59379480,,52.23-1-00,,Lucro Real,,,,,
60537263109680,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV PRESIDENTE JUSCELINO KUBITSCHEK,,BLOCO 3,VILA NOVA CONCEICAO,04543-000,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263109257,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV PRESIDENTE JUSCELINO KUBITSCHEK ,,BLOCO 3,VILA NOVA CONCEICAO,04543-000,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263109338,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV PRESIDENTE JUSCELINO KUBITSCHEK ,,BLOCO 3,VILA NOVA CONCEICAO,04543-000,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263109419,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV PRESIDENTE JUSCELINO KUBITSCHEK ,,BLOCO 3,VILA NOVA CONCEICAO,04543-000,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263109508,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV PRESIDENTE JUSCELINO KUBITSCHEK ,,BLOCO 3,VILA NOVA CONCEICAO,04543-000,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263109176,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP FEIRA DA MADRUGADA                 ,R SAO CAETANO ,,,LUZ,01104-000,,Brasil,59322780,,52.23-1-00,,Lucro Real,,,,,
60537263109095,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR AURORA,R AURORA,,,SANTA EFIGENIA,01209-001,,Brasil,59322772,,52.23-1-00,,Lucro Real,,,,,
60537263108870,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM AQUARIUS,R DOUTOR ORLANDO FEIRABEND FILHO ,,,PARQUE RESIDENCIAL AQUARIUS,12246-190,,Brasil,351079,,52.23-1-00,,Lucro Real,,,,,
60537263108528,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED RES LHIRONDELLE,R ONZE DE AGOSTO ,,,CENTRO,13013-100,,Brasil,4761626_BAIXADA,,52.23-1-00,,Lucro Real,,,,,
60537263108447,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP UNIMED CAMPINAS,R SAO CARLOS,,,VILA INDUSTRIAL,13035-420,,Brasil,4761634,,52.23-1-00,,Lucro Real,,,,,
60537263107122,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM EZ TOWER TORRE B,AV DOUTOR CHUCRI ZAIDAN,,,VILA CORDEIRO,04583-110,,Brasil,59379472,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1068-27,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM HELBOR CORPORATE TOWER,AV SAO JOAO,,,JARDIM DAS COLINAS,12242-000,,Brasil,340513,,52.23-1-00,,Lucro Real,,,,,
60537263106746,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM HELBOR PATTEO SKY MALL,R MANUEL DE OLIVEIRA,,,VILA MOGILAR,08773-130,,Brasil,872741,,52.23-1-00,,Lucro Real,,,,,
60537263106665,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SCEI/HMCP PUC - CAMPINAS,AV JOHN BOYD DUNLOP,,,JARDIM IPAUSSURAMA,13060-904,,Brasil,4470575,,52.23-1-00,,Lucro Real,,,,,
60537263106312,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R JOSE VERSOLATO,,,CENTRO,09750-730,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263106231,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM PRACA SAO PAULO,R HENRI DUNANT,,,SANTO AMARO,04709-110,,Brasil,57284890,,52.23-1-00,,Lucro Real,,,,,
60537263105936,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM ALPHA SQUARE,AV SAGITARIO ,,SUBSOLO 1, 2 E 3.,SP,06473-073,,Brasil,4AE1448,,52.23-1-00,,Lucro Real,,,,
60537263105774,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM DUAL PATTEO MOGILAR,AV PREFEITO CARLOS FERREIRA LOPES,,,VILA MOGILAR,08773-490,,Brasil,864480,,52.23-1-00,,Lucro Real,,,,,
60537263105189,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM GATE ONE CONGONHAS,AV WASHINGTON LUIS,,,SANTO AMARO,04627-004,,Brasil,56398271,,52.23-1-00,,Lucro Real,,,,,
60537263105006,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM HELBOR UP OFFICES CARRAO         ,R EPONINA S/N ENTRADA RUA ENGENHEIRO PEGADO,,,VILA CARRAO,03426-010,,Brasil,56398298,,52.23-1-00,,Lucro Real,,,,,
60537263021830,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM EMPORIO AFONSO BRAZ,AV AFONSO BRAZ,,,VILA NOVA CONCEICAO,04511-011,,Brasil,37889370,,52.23-1-00,,Lucro Real,,,,,
60537263104026,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR BENJAMIN CONSTANT,AV BENJAMIN CONSTANT,,,CENTRO,13010-140,,Brasil,4040619,,52.23-1-00,,Lucro Real,,,,,
60537263103801,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL NOVOTEL CENTER NORTE,AV ZAKI NARCHI,,,CARANDIRU,02029-000,,Brasil,54876605,,52.23-1-00,,Lucro Real,,,,,
60537263103720,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,C CONV EXPO CENTER NORTE - AMARELO,AV OTTO BAUMGART,,,VILA GUILHERME,02049-000,,Brasil,54876591,,52.23-1-00,,Lucro Real,,,,,
60537263103569,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP CENTER NORTE,TV CASALBUONO ,,,VILA GUILHERME,02089-900,,Brasil,54838312,,52.23-1-00,,Lucro Real,,,,,
60537263103305,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,C CONV EXPO CENTER NORTE,R JOSE BERNARDO PINTO,,,VILA GUILHERME,02055-000,,Brasil,54831695,,52.23-1-00,,Lucro Real,,,,,
60537263103216,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,C CONV EXPO CENTER NORTE - DOCAS,R JOSE BERNARDO PINTO ,,,VILA GUILHERME,02055-000,,Brasil,54831733,,52.23-1-00,,Lucro Real,,,,,
60537263103135,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP LAR CENTER,AV OTTO BAUMGART,,,VILA GUILHERME,02049-000,,Brasil,54753473,,52.23-1-00,,Lucro Real,,,,,
60537263102082,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MONO NUBANK,R CAPOTE VALENTE,,,PINHEIROS,05409-000,,Brasil,53917146,,52.23-1-00,,Lucro Real,,,,,
60537263101353,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL YOU FREI CANECA,R FREI CANECA ,,,CONSOLACAO,01307-000,,Brasil,53668537,,52.23-1-00,,Lucro Real,,,,,
60537263100705,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM YOU METROPOLITAN,R HENRIQUE SERTORIO,,,TATUAPE,03066-065,,Brasil,53361210,,52.23-1-00,,Lucro Real,,,,,
60537263100543,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CANOPUS CORPORATE,AV TAMBORE ,,,TAMBORE,06460-000,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263100209,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BIRMANN 21,AV DAS NACOES UNIDAS,,,JARDIM UNIVERSIDADE PINHEIROS,05477-000,,Brasil,53249585,,52.23-1-00,,Lucro Real,,,,,
60537263100110,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM VERA CRUZ PLAZA,R ELVIRA FERRAZ ,,P ATILIO INOCENTI 758,VILA OLIMPIA,04552-040,,Brasil,53241541,,52.23-1-00,,Lucro Real,,,,,
60537263097909,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM JARDIM EUROPA,AV NOVE DE JULHO,,E.S.R.PAES DE BARROS, : E RUA DA MATA,3550308,SP,01407-200,,Brasil,52592219,,52.23-1-00,,Lucro Real,,,
60537263098034,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM HELBOR CONCEPT OFFICES,AV VEREADOR NARCISO YAGUE GUIMARAES,,,CENTRO CIVICO,08780-000,,Brasil,950572,,52.23-1-00,,Lucro Real,,,,,
60537263097577,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM VISTA VERDE,AV QUEIROZ FILHO,,ENT.SUP.AV.Q. FILHO, : 1560,3550308,SP,05319-000,,Brasil,52530507,,52.23-1-00,,Lucro Real,,,
60537263096767,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MONO HONDA - AP,R CHAFIC MALUF,,E.R.J.A.BUSTAMANTE, : 377,3550308,SP,04710-160,,Brasil,52332659,,52.23-1-00,,Lucro Real,,,
60537263096686,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM EXTRA DIADEMA,AV PIRAPORINHA ,, A. DE ESTACIONAMENTO,,SP,09950-000,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,
60537263096503,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM EXTRA PIRAPORINHA,PC BOM JESUS DE PIRAPORINHA ,, A. DE ESTACIONAMENTO,,SP,09951-550,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,
60537263096252,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA WASHINGTON LUIZ,AV WASHINGTON LUIS,,,SANTO AMARO,04627-001,,Brasil,52168760,,52.23-1-00,,Lucro Real,,,,,
60537263096090,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA RICARDO JAFET,R PROFESSOR SERAFIM ORLANDI,,,JARDIM VILA MARIANA,04115-090,,Brasil,52188469,,52.23-1-00,,Lucro Real,,,,,
60537263095957,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA JABAQUARA,AV ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,,,JABAQUARA,04308-001,,Brasil,52188442,,52.23-1-00,,Lucro Real,,,,,
60537263095108,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM EXTRA ITAIM BIBI,R JOAO CACHOEIRA,, E.PRES.J.KUBITSCHEK,,SP,04535-013,,Brasil,52168697,,52.23-1-00,,Lucro Real,,,,
60537263095019,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM EXTRA FREGUESIA DO O,AV NOSSA SENHORA DO O,,,LIMAO,02715-000,,Brasil,52188361,,52.23-1-00,,Lucro Real,,,,,
60537263092850,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM THE BLUE OFFICE MALL,AV SENADOR FEIJO,,,ENCRUZILHADA,11015-504,,Brasil,2979278,,52.23-1-00,,Lucro Real,,,,,
60537263093660,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP RAPOSO - AB,ROD RAPOSO TAVARES,,KM 145,JARDIM ARPOADOR,05577-100,,Brasil,51898306,,52.23-1-00,,Lucro Real,,,,,
60537263093741,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM BRASCAN - AB,R JOAQUIM FLORIANO,,R.BANDEIRA PAULISTA,,SP,04534-002,,Brasil,51898357,,52.23-1-00,,Lucro Real,,,,
60537263093075,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CLUBE BANESPA - AB,AV SANTO AMARO ,,ESQ. R.SAO SEBASTIAO 270,SANTO AMARO,04701-000,,Brasil,51898080,,52.23-1-00,,Lucro Real,,,,,
60.537.263/0931-56,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM COMENDADOR - AB,AL SANTOS ,,,CERQUEIRA CESAR,01418-002,,Brasil,51898110,,52.23-1-00,,Lucro Real,,,,,
60537263093237,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP INTERLAGOS - AB,AV INTERLAGOS,,,JARDIM UMUARAMA,04661-200,,Brasil,51898152,,52.23-1-00,,Lucro Real,,,,,
60537263093318,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CIEE - AB,R TABAPUA ,,,ITAIM BIBI,04533-011,,Brasil,51898187,,52.23-1-00,,Lucro Real,,,,,
60537263092931,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOPPING CENTER 3,AV PAULISTA,,ANEXO E R LUIS COELHO 91,BELA VISTA,01310-928,,Brasil,51898608,,52.23-1-00,,Lucro Real,,,,,
60537263092699,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM EVOLUTION CORPORATE,AL XINGU ,,,ALPHAVILLE INDUSTRIAL,06455-030,,Brasil,4729352,,52.23-1-00,,Lucro Real,,,,,
60537263091706,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR CRUZ ALTA,R BARAO DE JAGUARA,,,CENTRO,13015-002,,Brasil,3170730,,52.23-1-00,,Lucro Real,,,,,
60537263009708,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD TRIANON,AV PAULISTA  ,,SUBSOLO,CERQUEIRA CESAR,01311-000,,Brasil,29170532,,52.23-1-00,,Lucro Real,,,,,
60537263010048,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LOJA C&A MODAS S BERNARDO,AV MARECHAL DEODORO ,,,QUIRINO DE LIMA,09710-001,,Brasil,1176960,,52.23-1-00,,Lucro Real,,,,,
60537263091617,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM OPEN MALL VERBO DIVINO,R VERBO DIVINO,,,CHACARA SANTO ANTONIO (ZONA SUL),04719-001,,Brasil,51003031,,52.23-1-00,,Lucro Real,,,,,
60537263091536,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP MOGI,AV VEREADOR NARCISO YAGUE GUIMARAES ,,,VILA PARTENIO,08780-200,,Brasil,771767_BAIXADA,,52.23-1-00,,Lucro Real,,,,,
60537263090998,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM HELBOR COLINAS,AV SAO JOAO ,,,JARDIM DAS COLINAS,12242-000,,Brasil,324276,,52.23-1-00,,Lucro Real,,,,,
60537263091021,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP ANA COSTA,AV DONA ANA COSTA,,ENT.S.R.PARA 83,,SP,11060-970,,Brasil,2609564,,52.23-1-00,,Lucro Real,,,,
60537263090645,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TRADEMARK FARIA LIMA,R CARDEAL ARCOVERDE,,,PINHEIROS,05407-004,,Brasil,50472631,,52.23-1-00,,Lucro Real,,,,,
60537263090050,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TORRE Z,AV DOUTOR CHUCRI ZAIDAN,,,VILA CORDEIRO,04583-110,,Brasil,49660675,,52.23-1-00,,Lucro Real,,,,,
60537263088829,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ADMINISTRACAO E SERVICOS - SP INTERIOR  ,R DOUTOR ANTONIO ALVARES LOBO ,,ANDAR 10,BOTAFOGO,13020-110,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263087423,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ADMINISTRAÇÃO E SERVIÇOS - LÍBERO BADARO,R LIBERO BADARO 293 ANDAR,,ANDAR 10,CENTRO,01009-000,,Brasil,48739693,,52.23-1-00,,Lucro Real,,,,,
60537263087504,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BFC,AV PAULISTA ,,,BELA VISTA,01310-100,,Brasil,48719226,,52.23-1-00,,Lucro Real,,,,,
60537263087180,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CASA DAS CALDEIRAS,AV FRANCISCO MATARAZZO,,,AGUA BRANCA,05001-200,,Brasil,48636312,,52.23-1-00,,Lucro Real,,,,,
60537263087008,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM VILA OLIMPIA PRIME OFFICES,R ALVORADA ,,,VILA OLIMPIA,04550-000,,Brasil,48636274,,52.23-1-00,,Lucro Real,,,,,
60537263086885,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP MATERNIDADE CAMPINAS - MV,AV OROSIMBO MAIA,,,CENTRO,13023-002,,Brasil,2850290,,52.23-1-00,,Lucro Real,,,,,
60537263086613,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ARENA ALLIANZ PARQUE,AV FRANCISCO MATARAZZO,,,AGUA BRANCA,05001-200,,Brasil,48431664,,52.23-1-00,,Lucro Real,,,,,
60537263086532,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PRACA FARIA LIMA,R PROFESSOR ATILIO INNOCENTI,,,ITAIM BIBI,04538-000,,Brasil,48431613,,52.23-1-00,,Lucro Real,,,,,
60537263085803,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TRADEMARK PACAEMBU,R DR. ALFREDO DE CASTRO,,,BARRA FUNDA,01155-060,,Brasil,48285285,,52.23-1-00,,Lucro Real,,,,,
60537263085722,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP VIVALLE,AV LINNEU DE MOURA,,,SERIMBURA,12244-380,,Brasil,329654,,52.23-1-00,,Lucro Real,,,,,
60537263085218,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM HELBOR OFFICE SAO PAULO I,R AMERICO BRASILIENSE,,,SANTO AMARO,04715-005,,Brasil,48120618,,52.23-1-00,,Lucro Real,,,,,
